,Image,Text_Description
550,https://images-na.ssl-images-amazon.com/images/I/418T7%2Bj8qnL.jpg,"Mudpuppy Animals of the World Coloring Roll – Age 3+ - 10 Feet of Creative Coloring Fun – Includes 6 Crayons – Animal Paper Roll Easy to Store, Take on the Go – Great for Individual or Group Coloring|Toys & Games |10 FEET OF FUN: The innovatively designed Animals of the World Coloring Roll is 10 long x 13.75 wide for long-lasting fun From Arctic polar bears to jungle tigers, kids will be excited to see new animals as each section is unrolled.CREATIVE PLAY: Kids ages 3 and up will love coloring the animals one at a time or pull out the entire roll for a fun group project. When its completely unrolled, you will have a 10-foot animal mural masterpieceINCLUDES CRAYONS: The continuous roll of coloring paper is ready to use as soon as you open the box Six bright crayons in yellow, orange, aqua, blue, purple and brown are included with this Oppenheim Gold award-winning coloring roll.TAKE IT WITH YOU: Cleanup and storage could not be easier because the self-contained animals coloring paper easily rolls back inside the 14.25 x 3.5 x 3.5 box after kids are done playing. Great size to take with you for artistic time away from home.|$14.29"
551,https://images-na.ssl-images-amazon.com/images/I/51xiA9%2BMpsL.jpg,"Simplicity Creative Group, Inc Boye Learn to Crochet Beginners Kit, 16 Projects|Toys & Games |Package includes (1) instruction book, (5) crochet hooks, (1) afghan hook, tapestry yarn needles, split-ring stitch markers, and 1"" cabone rings.Crochet starter kit hooks are sizes F, G, H, I, and K, and afghan hook is size I.Instruction book contains 16 different projects to help you practice and hone your skills.Learn to crochet kit projects include scarves, koozies, shawls, and more.|$12.70"
552,https://images-na.ssl-images-amazon.com/images/I/31NGOJS1n-L.jpg,"in The Line of Duty Child Costume|Clothing, Shoes & Jewelry |Wash Gentle Cycle Cool, Lie Flat to DryChild Large Size 12-14Child Medium Size 8-10|$19.26 - $35.63"
553,https://images-na.ssl-images-amazon.com/images/I/41XlpmZ1icL.jpg,Mastercraft Collection F-22 Raptor Model Scale: 1/48|Toys & Games |Handcrafted and HandpaintedComes with base stand ready to display|$172.03
554,https://images-na.ssl-images-amazon.com/images/I/51UKGkdO3BL.jpg,Duncan Toys Despicable Me Giggling Yo-Yo Toy|Toys & Games |Take-apart design allows you to twist apart to easily replace stringsEach throw makes random clip- 4 in all|$5.29
555,https://images-na.ssl-images-amazon.com/images/I/51I63ms-FeL.jpg,Mudpuppy Cats Locked Diary|Toys & Games |192 lined pages with illustrationsFoil embellishment on front cover|$10.99
556,https://images-na.ssl-images-amazon.com/images/I/41QmUigO%2BIL.jpg,Funko Dorbz: Assassin's Creed - Edward Action Figure|Toys & Games |Simply a-Dorbz-ableCheck out the other Dorbz from Funko|$8.25
557,https://images-na.ssl-images-amazon.com/images/I/4147g%2Bb7MGL.jpg,"Forum Novelties Party Supplies 80407 Plush Monkey Child's Mascot Costume, Medium|Clothing, Shoes & Jewelry |SyntheticImportedCOMFORTABLE FIT: Made of soft, lightweight and breathable polyester fabric, this MONKEY mascot costume offers a superior fit, smooth movement and effortless wearing includes see-through mesh eye openings for visibility during useSOFT AND HUGGABLE: Features a dark brown jumpsuit with hand and foot openings, paws, and attached monkey tail in back lightweight headpiece includes a full coverage pull on design with ears and monkey facial featuresREAD BEFORE BUYING: Costumes are not sized the same as apparel, please review Forum's CHILDREN'S SIZE CHART IN IMAGES, reviews and Q & A for best fit, do not choose based on clothing sizeGREAT FOR ALL YEAR LONG Forum's mascot costumes are great for themed parties, birthdays, sporting events, parades, carnivals, fundraising events, fairs, stage performances, school dress up events, costume contests, daily dress up and of course trick or treat and Halloween too|$9.48"
558,https://images-na.ssl-images-amazon.com/images/I/41w229Xg5PL.jpg,"Heroes of Goo Jit Zu 41012 S1 Ultimate Hero Pk, Multicolor|Toys & Games |Supergoo blazagon is the ultimate hero - the most powerful of every character, he is ready to defeat evil and save the dayOversized and Super stretchy, supergoo blazagon is twice as big and twice as stretchySupergoo blazagon has motion activated attack sounds and lights for extra amazing battle actionLaunch a ""fireball attack"" By squeezing his wrist See the fireball emerge from his handHeroes of Goo Jit Zu provides kids with a new gooey way to play with action figures, with no mess|$29.99"
559,https://images-na.ssl-images-amazon.com/images/I/51CyaP4j1oL.jpg,"FATHEAD AH-64 Apache Longbow Helicopter Real Decals|Baby Products |Largest decal size as shown is: 94""W x 33""HThick high-grade vinyl resists tears, rips and fading. MADE IN THE USA. Officially Licensed - Fathead Wall Graphic - Decor - MAKES A GREAT GIFTIdeal for decorating a home or office, apartment or dorm. Can be moved and reused without damage. Forget painting or hanging anything that requires nails, glue or tape. Just peel, stick and impress. It's that easyOfficial United States Army Fathead|$102.99"
561,https://images-na.ssl-images-amazon.com/images/I/516DpjH2x3L.jpg,"Blue ""You're Invited"" Sweet Safari Invitation Postcards|Health & Household |20 postcards per pack, measures 4.25"" x 6.25"" each""You're Invited"" blue giraffe illustration in leopard and zebra print invitation postcardsPerfect for baby showers, parties and announcements|$7.66"
562,https://images-na.ssl-images-amazon.com/images/I/41RZONuFYqL.jpg,Sesame Street Abby Cadabby On the Go Case|Toys & Games |Holds 3 figures (Includes 1 Abby Cadabby figure and 1 Elmo figure. Other figures sold separately.)Sized for preschool handsFun character cases to take on the go|$15.24
563,https://images-na.ssl-images-amazon.com/images/I/617uATwSJVL.jpg,"Ceaco Perfect Piece Count Puzzle - Roger Nannini - Acme Flying School|Toys & Games |Welcome to ceacos brand new custom puzzle programWhether you prefer 300, 550, 750, 1000, or even 1500 piece puzzles  you can now get the images you like In your favorite piece countMade with premium quality chipboardComes with a poster inside a specially designed gift-friendly boxStop compromising and start customizing|$17.99"
564,https://images-na.ssl-images-amazon.com/images/I/51TniunLqSL.jpg,Disney Tangled Rapunzel Secret Journal Toy|Toys & Games |Magic rocks unlock journal automaticallyBlank sheets with color gradientStencil included allows Rapunzel to express her inner world and creativity|$14.20
565,https://images-na.ssl-images-amazon.com/images/I/51cHau4yEmL.jpg,"Pressman Harry Potter Tri-Wizard Tournament Game|Toys & Games |Perfect for the Harry Potter Super fanClassic POP 'N' Race gameplay with a twistRace through the Triwizard maze to get to the finish line, but beware of magical spell cards which could send you back to start|$5.99"
566,https://images-na.ssl-images-amazon.com/images/I/416nZFqRVML.jpg,"Osmo - Detective Agency: A Search & Find Mystery Game - Ages 5-12 - Explore The World - for iPad and Fire Tablet & 2 Hands-On Learning Games - Creative Drawing & Problem Solving/Early Physics|Toys & Games |OSMO IS MAGIC: Fun-filled & award winning learning games that interact with actual hand held pieces & an iPad andor Fire Tablet, bringing a child's game pieces & actions to life (No WiFi necessary for game play).AGE & CAPABILITY: Ages 5-12. Game is designed for beginner to expert levels. Osmo enables the continuation of learning.TEACHING: Use a game piece magnifying glass, search for landmarks around the world while also learning trivia facts about geography, culture, and history (Detective Agency).WHAT'S IN THE BOX: 4 double-sided maps, Map holder, & Magnifying glass & 1 Game App: Detective Agency.OSMO IS MAGIC: Fun-filled & award winning learning games that interact with actual hand held pieces & an iPad, bringing a child's game pieces & actions to life (No WiFi necessary for game play).CAPABILITY: Games are designed for beginner to expert levels. Osmo enables the continuation of learning.TEACHING: Use the Osmo Base for iPad to play any of the Osmo games. An Osmo Base is required for game use. Ships with two games, problem solvingearly physics (Newton) and creative drawing skills (Masterpiece).|$39.99"
567,https://images-na.ssl-images-amazon.com/images/I/51hF3ptnJ4L.jpg,"The Kids Room by Stupell Yellow Dump Truck with Blue Border Stretched Canvas Wall Art, 16 x 20, Multi-Color|Baby Products |Dimensions: 10 x 0.5 x 15 InchesProudly Made in USALithograph Print Mounted on Sturdy 0.5 Inch MDF (wood) - Hand Finished & Ready to HangColorful art for your child's space thats just as fun as they are.|$25.79"
568,https://images-na.ssl-images-amazon.com/images/I/41eDzW1LydL.jpg,Little Tikes Big Digger Sandbox|Toys & Games |Sand area features molded in ramps and roadwaysUse the real working excavator to dig in the sand and load up the dump truckTruck ramp doubles as lid to keep sand dry|$34.99
569,https://images-na.ssl-images-amazon.com/images/I/51UAwP3BKxL.jpg,"Disney/Pixar Cars Lightning McQueen with Sign Vehicle|Toys & Games |Enchanting die-cast assortment gives kids the chance to reconnect with their favorite DisneyPixar Cars charactersVehicles are 1:55 scale die-castFrom grills to wheels, these little vehicles are authentically styled for realistic funCollect them all and have a blast recreating fun racing scenes from all of the films|$8.18"
570,https://images-na.ssl-images-amazon.com/images/I/61osmj4%2BOAL.jpg,"Wildkin 5 Pc Bedding, Twin, Heroes|Home & Kitchen |SWEET DREAMS  Drifting off to slumber land is a breeze when your child is snuggled up in Wildkins ultra-cozy Twin Bedding Set The 5 Piece Twin Bedding Set comes complete with a printed comforter, flat sheet, fitted bottom sheet, coordinating pillowcase, and embroidered sham. The comforter, flat sheet, and fitted sheet all fit a standard twin mattress. The matching pillowcase and embroidered sham both fit a standard pillow. Trust us, between the super soft microfiber material and bold Olive Kids pattern, little ones will be cuddled up and dreaming soundly in no time.100 SUPER SOFT Microfiber  Wildkins 5 Piece Twin Comforter features a 100 microfiber exterior thats perfect for cozy cuddles. Its lightweight material makes the Twin Comforter breathable enough for hot summer nights, while keeping your little one nice and warm once those colder months roll around. The Twin Bedding Set is sure to keep your child super comfortable, whatever the climate may beALL ABOUT THE DETAILS  At Wildkin, we know that details matter to you and your child, and we made sure that our Twin Bedding Set was designed with that in mind. Featuring vibrant, playful Olive Kids designs on each of the five included pieces, your little one will love this fun addition to their room. While the exterior of the Twin Comforter is bursting with character, the microfiber interior is solid, creating a sweet contrast. The coordinating flat sheet, fitted sheet, pillowcase, and embroidered sham tie the theme together for a bold, whimsical look that you and your child will love.VIBRANT COLORS THAT LAST  We know that accidents happen, which is why we made our 5 Piece Twin Bedding Set easy-to-clean so your child can get back to snoozing Just wash the pieces separately on a cold, gentle cycle and tumble dry on low heat. Our vibrant colors were made to last, so you dont have to worry that theyll fade after washing.|$79.99"
572,https://images-na.ssl-images-amazon.com/images/I/41qw-3FFprL.jpg,My Little Pony Friendship is Magic Fluttershy Soft Plush|Toys & Games |Soft and huggable bodyBeautiful sculpted hairFluttershy from My Little Pony Friendship is Magic TV Series|$9.99
573,https://images-na.ssl-images-amazon.com/images/I/61TxIFYGZfL.jpg,"White Mountain Puzzles General Store - 1000 Piece Jigsaw Puzzle|Toys & Games |Old country store: Let's go exploring on this crisp autumn day at a classic old country Emporium, packed full of everything you could possibly need. Enjoy the colorful General store jigsaw puzzle.1000-Piece puzzle: thrill and challenge your family and friends piecing together this incredible 1000-Piece jigsaw puzzle. Bring home hours of fun and of entertainment everyone will enjoy.About the artist: Lewis T. Johnson's versatile skills and experience, coupled with passionate attention to detail, color and design are key ingredients he puts into each and every puzzle he creates.More to puzzle building: art jigsaw puzzles are a fun, inexpensive way to enjoy works of art firsthand. Use to boost valuable motor skills, hand-eye coordination, and problem solving skills.|$24.00"
574,https://images-na.ssl-images-amazon.com/images/I/51YXqKyfNAL.jpg,"Sweet Jojo Designs 3-Piece Bear Mountain Watercolor Boy Full/Queen Kid Childrens Teen Bedding Comforter Set|Home & Kitchen |3 Piece Bedding Set: 1 Lightweight FullQueen Comforter, 2 Standard ShamsDimensions: Lightweight Comforter - FullQueen (86in x 86in), Standard Shams (20in x 26in)This set combines a stunning bear and mountain watercolor print and a triangle tree print fabric.This set is made of brushed microfiber and is machine washable|$119.99"
575,https://images-na.ssl-images-amazon.com/images/I/61m6SxIrtsL.jpg,Ceaco Emoji Partytime Puzzle (300 Piece)|Toys & Games |300 oversized piecesMeasures 19 inches x 19 inches when assembledPromotes hand-eye coordination and problem-solving skills|$13.87
576,https://images-na.ssl-images-amazon.com/images/I/51Y6i9e0YtL.jpg,"Kid Galaxy Remote Control Bumper Cars. RC 2 Player Game. 2 Cars and 2 Controllers Included|Toys & Games |All the fun of RC cars, PLUS Interactive Play Race around and bump your opponent to disable their carLights keep score See how many bumps you need to winExecute quick 360 degree spins to out maneuver your opponent. Realistic sounds for thrilling Crash and Bash actionEasy to Use: One control to go forward. One control to turn. Speed along on hardwood floors, tile, and medium carpet|$59.99"
577,https://images-na.ssl-images-amazon.com/images/I/51LvVBbxqoL.jpg,"Amscan Party Supplies, Multicolor|Toys & Games |30 notepadsWrite down all your daily tasks and to-dos in this beautifully modern checklist notepads available in stars, smiley and colorful circle designsParty toy favor and prize giveaway|$8.37"
578,https://images-na.ssl-images-amazon.com/images/I/51v%2BUCJyRfL.jpg,"Edupress Mathological Liar Game, Grade 6 (EP63399)|Toys & Games |Includes 50 math mysteriesSet of 200, 4"" x 2.5"" cards & directions|$12.99"
